0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1551
0,0,0,0,0,1551,0,0,0
0,0,1551,0,0,0,0,0,0
0,0,0,0,0,0,0,1551,1540
0,0,0,0,1551,1540,0,0,0
0,1551,1540,0,0,0,0,0,0
0,0,0,0,0,0,1551,1540,1540
0,0,0,1551,1540,1540,0,0,0
1551,1540,1540,0,0,0,0,0,0
0,0,0,0,0,0,1540,1540,1540
0,0,0,1540,1540,1540,0,0,0
1540,1540,1540,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1542
0,0,0,0,0,1542,0,0,1546
0,0,1542,0,0,1546,0,0,1546
0,0,1546,0,0,1546,0,0,1546
0,0,1546,0,0,1546,1540,1540,1549
0,0,1546,1540,1540,1549,0,0,1546
1540,1540,1549,0,0,1546,0,0,1546
0,0,1546,0,0,1546,0,0,1550
0,0,1546,0,0,1550,0,0,0
0,0,1550,0,0,0,0,0,0
0,0,0,0,0,0,0,1542,0
0,0,0,0,1542,0,0,1546,0
0,1542,0,0,1546,0,0,1546,0
0,1546,0,0,1546,0,0,1546,0
0,1546,0,0,1546,0,1540,1549,1540
0,1546,0,1540,1549,1540,0,1546,0
1540,1549,1540,0,1546,0,0,1546,0
0,1546,0,0,1546,0,0,1550,0
0,1546,0,0,1550,0,0,0,0
0,1550,0,0,0,0,0,0,0
0,0,0,0,0,0,1542,0,0
0,0,0,1542,0,0,1546,0,0
1542,0,0,1546,0,0,1546,0,0
1546,0,0,1546,0,0,1546,0,0
1546,0,0,1546,0,0,1549,1540,1540
1546,0,0,1549,1540,1540,1546,0,0
1549,1540,1540,1546,0,0,1546,0,0
1546,0,0,1546,0,0,1550,0,0
1546,0,0,1550,0,0,0,0,0
1550,0,0,0,0,0,0,0,0
0,0,1542,0,0,1546,0,0,1550
0,1542,0,0,1546,0,0,1550,0
1542,0,0,1546,0,0,1550,0,0
0,0,0,0,0,0,1540,1540,1541
0,0,0,1540,1540,1541,0,0,0
1540,1540,1541,0,0,0,0,0,0
0,0,0,0,0,0,1540,1541,0
0,0,0,1540,1541,0,0,0,0
1540,1541,0,0,0,0,0,0,0
0,0,0,0,0,0,1541,0,0
0,0,0,1541,0,0,0,0,0
1541,0,0,0,0,0,0,0,0
0,0,0,0,0,1551,0,0,1551
0,0,1551,0,0,1551,0,0,0
0,0,0,0,1551,1540,0,1551,1540
0,1551,1540,0,1551,1540,0,0,0
0,0,0,0,0,0,1551,1540,1541
